内部指図番号	テキスト	ステータス	登録日	指図タイプ	登録者	利益センタ	リリース済日	登録時刻
0I1907044	100kW400V系自立パワコン改造	DLFL	20190723	ZE10	PP1007	P716103	20190723	132512	
0I1907045	空自松島基地　予算見積	CMPL	20190723	ZE10	PP1007	P716103	20190723	132530	
0I1907046	東北電力　原町1号運炭	CMPL	20190725	ZE10	PP1115	P716103	20190725	155152	
0I1907047	石油資源開発片貝鉱場　UPS天井部　水垂れ対策	CMPL	20190726	ZE10	PP1115	P716104	20190726	100919	
0I1907048	JNC津留発電所　直流電源装置	CMPL	20190731	ZE10	PP1115	P716103	20190731	124300	
0I1907049	市野川流域処理場汚泥処理棟無停電電源設備ほか改築工事	CMPL	20190726	ZE10	PP1115	P716103	20190726	114509	
0I1907050	東北電力　上越火力発電所	CMPL	20190731	ZE10	PP1115	P716103	20190731	124318	
0I1907051	海自佐世保向け100kVA無停電電源装置	CMPL	20190731	ZE10	PP1115	P716103	20190731	124335	
0I1907052	凸版印刷	CMPL	20190731	ZE10	PP1115	P716103	20190731	124349	
0I1907053	凸版印刷滋賀	CMPL	20190731	ZE10	PP1115	P716103	20190731	124403	
0I1907057	BTS由布	CMPL	20190731	ZE10	PP1115	P716103	20190731	124523	
0I1908001	東海カーボン若松工場　SFST40SG-TP	CMPL	20190805	ZE10	PP1007	P716103	20190805	164215	
0I1908002	原子力科学研究所　SFST50TGB-150MSP	CMPL	20190805	ZE10	PP1007	P716103	20190805	164235	
0I1908003	情報交流棟無停電電源装置の更新　SFST50TG	CMPL	20190805	ZE10	PP1007	P716103	20190805	164300	
0I1908004	海自硫黄島航空基地 第4航空群司令部	CMPL	20190805	ZE10	PP1007	P716103	20190805	164324	
0I1908005	海自小松島航空基地～第241整備補給隊	CMPL	20190805	ZE10	PP1007	P716103	20190805	164342	
0I1908006	ラピスセミコンダクタ宮崎㈱　管理棟　SFST30SGB-50MSP	CMPL	20190805	ZE10	PP1007	P716103	20190805	164357	
0I1908008	海自徳島航空基地～第202整備補給隊	CMPL	20190805	ZE10	PP1007	P716103	20190805	164417	
0I1908009	海自小松島航空基地～第4航空群司令部	CMPL	20190805	ZE10	PP1007	P716103	20190805	164436	
0I1908010	海自鹿屋・徳島・下総～N-PP-727-50T	CMPL	20190805	ZE10	PP1007	P716103	20190805	164452	
0I1908011	大王製紙㈱四国本社 14Z 18B CVCF購入	CMPL	20190805	ZE10	PP1007	P716103	20190805	164508	
0I1908012	昭和産業他社製更新	CMPL	20190809	ZE10	PP1115	P716103	20190809	091224	
0I1908013	三洋化成	CMPL	20190826	ZE10	PP1115	P716104	20190826	140345	
0I1908017	相馬共同火力	CMPL	20190809	ZE10	PP1115	P716103	20190809	091345	
0I1908018	空自入間基地管制隊AU40N-A7A-11-11	CMPL	20190809	ZE10	PP1115	P716103	20190809	091424	
0I1908019	空自美保基地管制隊AUD30N-A6-2-11	CMPL	20190809	ZE10	PP1115	P716103	20190809	091442	
0I1908020	空自入間基地 電子作戦群電子飛行測定隊AU50N-C7-22-11	CMPL	20190809	ZE10	PP1115	P716103	20190809	091459	
0I1908021	空自美保基地 管制隊AUD75N-A6-2-11	CMPL	20190809	ZE10	PP1115	P716103	20190809	091514	
0I1908022	某所向けUPS50kVA SFST50TGB-200MSP	CMPL	20190819	ZE10	PP1007	P716103	20190819	154524	
0I1908025	四国電力西条発電所	CMPL	20190826	ZE10	PP1115	P716104	20190826	104704	
0I1908028	JFEスチール	DLFL	20190821	ZE10	PP1115	P716103	20190821	111042	
0I1908029	有明フロンティアビル	CMPL	20190821	ZE10	PP1115	P716103	20190821	111101	
0I1908030	四国電力阿南発電所	CMPL	20190823	ZE10	PP1115	P716103	20190823	112453	
0I1908031	JAXA　SFA2電気室　無停電電源装置の更新	CMPL	20190823	ZE10	PP1115	P716103	20190823	112516	
0I1908033	JFEスチール倉敷発電所新蒸気タービン発電設備	CMPL	20190823	ZE10	PP1115	P716103	20190823	112532	
0I1908035	無停電電源装置更新作業	CMPL	20190827	ZE10	PP1115	P716103	20190827	093628	
0I1908037	JXTG川崎　50kVA	CMPL	20190827	ZE10	PP1115	P716103	20190827	093643	
0I1908038	JXTG川崎　30kVA	CMPL	20190827	ZE10	PP1115	P716103	20190827	093659	
0I1908040	京都大学（医病）外来診療棟電力貯蔵設備改修工事	CMPL	20190828	ZE10	PP1115	P716103	20190828	133759	
0I1908041	川島北中継ポンプ場	CMPL	20190828	ZE10	PP1115	P716103	20190828	133814	
0I1908042	都営地下鉄　木場庁舎	CMPL	20190904	ZE10	PP1115	P716103	20190904	142331	
0I1908043	昭和電工　川崎FB2	CMPL	20190904	ZE10	PP1115	P716103	20190904	142448	
0I1908044	三井化学　大阪	CMPL	20190904	ZE10	PP1115	P716103	20190904	142502	
0I1908045	霞台新広域ごみ処理施設整備	CMPL	20191115	ZE10	PP1115	P716104	20191115	095944	
0I1909001	仙台空港ＴＳＲ用４０ｋＶＡ無停電電源装置（製造・設置・調整）	CMPL	20190904	ZE10	PP1115	P716103	20190904	142516	
0I1909006	N証券秋阿原	CMPL	20190906	ZE10	PP1115	P716103	20190906	125729	
0I1909007	㈱トクヤマ	CMPL	20190906	ZE10	PP1115	P716103	20190906	125813	
0I1909008	トクヤマ	CMPL	20190906	ZE10	PP1115	P716103	20190906	125828	
0I1909009	日本製鉄　名古屋	CMPL	20190906	ZE10	PP1115	P716103	20190906	125849	
0I1909010	第二大阪警察病院	CMPL	20190910	ZE10	PP1115	P716103	20190910	142754	
0I1909011	能代1号機脱硫	CMPL	20190910	ZE10	PP1115	P716103	20190910	142816	
0I1909012	東北電力　能代2号機脱硫	CMPL	20190910	ZE10	PP1115	P716103	20190910	142833	
0I1909013	姫Ｌ管7，8号	CMPL	20190910	ZE10	PP1115	P716103	20190910	142848	
0I1909014	関西電力宇治発電所	CMPL	20190911	ZE10	PP1115	P716103	20190911	130606	
0I1909015	大王製紙㈱三島脱水設備 計装電源装置購入	CMPL	20190910	ZE10	PP1115	P716103	20190910	142947	
0I1909016	P716103	CMPL	20190910	ZE10	PP1115	P716103	20190910	143025	
0I1909017	NEXCO中国道時重TNほか３箇所	CMPL	20190912	ZE10	PP1115	P716103	20190912	093246	
0I1909018	三井化学㈱ 大牟田工場 TDI第3電気室	CMPL	20190912	ZE10	PP1115	P716103	20190912	093316	
0I1909019	修理材 AC50H-B-222 那覇	CMPL	20190913	ZE10	PP1115	P716103	20190913	142546	
0I1909020	修理材 AU40N-C7-22-22 春日	CMPL	20190913	ZE10	PP1115	P716103	20190913	142559	
0I1909021	修理材 AU150N-A7-11-21 宮古	CMPL	20190913	ZE10	PP1115	P716103	20190913	142616	
0I1909022	SFST20SGB1-150MSP	CMPL	20190913	ZE10	PP1115	P716103	20190913	142632	
0I1909023	東北電力	CMPL	20190919	ZE10	PP1115	P716103	20190919	112421	
0I1909025	P71A 大和ハウス産機向け20kVA	CMPL	20190918	ZE10	PP1115	P716103	20190918	090004	
0I1909026	守山市環境施設組合	CMPL	20190919	ZE10	PP1115	P716103	20190919	112456	
0I1909027	ダイスタージャパン大牟田工場	CMPL	20190919	ZE10	PP1115	P716103	20190919	112512	
0I1909028	福島いわき好間バイオマス発電所（AEI-PJ）	CMPL	20190919	ZE10	PP1115	P716103	20190919	112527	
0I1909030	北海道電力伊達発電所2号　計器用	DLFL	20190925	ZE10	PP1115	P716103	20190925	084938	
0I1909031	北海道電力㈱　伊達発電所2号機計算機用	DLFL	20190925	ZE10	PP1115	P716103	20190925	084953	
0I1909033	新宮発電所	CMPL	20190926	ZE10	PP1115	P716103	20190926	142446	
0I1909034	郡山市　水門町ポンプ場	CMPL	20190926	ZE10	PP1115	P716103	20190926	142458	
0I1909035	芦田川排水機場	CMPL	20190926	ZE10	PP1115	P716103	20190926	142514	
0I1909036	JFEスチール倉敷発電所新蒸気タービン発電設備	CMPL	20190926	ZE10	PP1115	P716103	20190926	142529	
0I1909037	入間 U015074	CMPL	20190930	ZE10	PP1115	P716104	20190930	150511	
0I1909038	百里　U015068	CMPL	20190930	ZE10	PP1115	P716104	20190930	150525	
0I1909039	浜松 U015069	DLFL	20190930	ZE10	PP1115	P716104	20190930	150542	
0I1909040	輪島 U050034	DLFL	20190930	ZE10	PP1115	P716104	20190930	150558	
0I1909041	新田原 U015070	DLFL	20190930	ZE10	PP1115	P716104	20190930	150617	
0I1909042	新田原 U020032	DLFL	20190930	ZE10	PP1115	P716104	20190930	150635	
0I1909043	奥尻 U015073	DLFL	20190930	ZE10	PP1115	P716104	20190930	150653	
0I1909044	大滝 U050035	DLFL	20190930	ZE10	PP1115	P716104	20190930	150710	
0I1909046	熊谷市上下水道局	DLFL	20190926	ZE10	PP1115	P716103	20190926	142545	
0I1909047	SFST20TGD-TJX2-V4 大分空港TAPS用20KVA無停電電源装置	DLFL	20191001	ZE10	PP1007	P716103	20191001	155309	
0I1909048	SFST40TGD-TJX2-V4 広島空港TSR用40KVA無停電電源装置	CMPL	20191001	ZE10	PP1007	P716103	20191001	155402	
0I1909049	SFST40TGD-TJX2-V4 八重岳ARSR用40KVA無停電電源装置	CMPL	20191001	ZE10	PP1007	P716103	20191001	155436	
0I1909050	高砂市東播臨界広域市町村 SFST20SGB-100MSP	CMPL	20191008	ZE10	PP1007	P716103	20191008	090013	
0I1909051	SIT2SGD/SKS75-100MSE LMバックアップ	CMPL	20191001	ZE10	PP1007	P716103	20191001	155513	
0I1909052	SRG40TG-400MSP,SRG10TG-100MSP,SRG30TG-30	CMPL	20191001	ZE10	PP1007	P716103	20191001	155624	
0I1910001	AU75N-A7-11-11 空自海栗島分屯基地	CMPL	20191001	ZE10	PP1007	P716103	20191001	155818	
0I1910002	SFST50TGB1-150MSP 四国電力阿南発電所	CMPL	20191001	ZE10	PP1007	P716103	20191001	155759	
0I1910003	修理材 海自那覇 N-PP-727-100T（A00A0846400）用 海自那	DLFL	20191003	ZE10	PP1007	P716103	20191003	160833	
0I1910004	修理材 空自浜松AC40H－B（A4A741500）用 空自浜松　パネコン、プリ	DLFL	20191003	ZE10	PP1007	P716103	20191003	160857	
0I1910005	修理材 空自芦屋AC40H－B(A4A741400)用	DLFL	20191003	ZE10	PP1007	P716103	20191003	160921	
0I1910006	㈱守谷商会～西部電機	CMPL	20191003	ZE10	PP1007	P716103	20191003	161009	
0I1910007	SFST7.5TG-TP 津守下水処理場	CMPL	20191003	ZE10	PP1007	P716103	20191003	161031	
0I1910009	三井化学㈱　大牟田工場	CMPL	20191007	ZE10	PP1115	P716103	20191007	152900	
0I1910010	日本ゼオン　徳山工場	CMPL	20191007	ZE10	PP1115	P716103	20191007	152915	
0I1910011	徳島津田バイオマス発電	CMPL	20191010	ZE10	PP1115	P716103	20191010	090115	
0I1910012	九州支社沖縄	CMPL	20191010	ZE10	PP1115	P716103	20191010	090136	
0I1910013	津守下水処理場	CMPL	20191010	ZE10	PP1115	P716103	20191010	094407	
0I1910014	大野下水処理場	CMPL	20191010	ZE10	PP1115	P716103	20191010	094438	
0I1910015	北陸ガス 東港	CMPL	20191010	ZE10	PP1115	P716103	20191010	094455	
0I1910016	相川抽水場	CMPL	20191010	ZE10	PP1115	P716103	20191010	094511	
0I1910017	北陸ガス　東港	CMPL	20191010	ZE10	PP1115	P716103	20191010	094525	
0I1910018	無停電電源装置	CMPL	20191029	ZE10	PP1115	P716103	20191029	094253	
0I1910019	東亜石油（京浜）本館	CMPL	20191011	ZE10	PP1115	P716103	20191011	160758	
0I1910020	国交省　桜沢トンネル	CMPL	20191016	ZE10	PP1115	P716103	20191016	105111	
0I1910021	住友大阪セメント	CMPL	20191016	ZE10	PP1115	P716103	20191016	105130	
0I1910022	石狩バイオマス	DLFL	20191016	ZE10	PP1115	P716103	20191016	105150	
0I1910023	大王製紙㈱三島工場 N6原質 CVCF購入	CMPL	20191016	ZE10	PP1115	P716103	20191016	105207	
0I1910024	名神高速竜王IC	CMPL	20191017	ZE10	PP1115	P716103	20191017	090455	
0I1910029	東レデュポン	CMPL	20191023	ZE10	PP1115	P716103	20191023	152011	
0I1910030	東レデュポン	CMPL	20191023	ZE10	PP1115	P716103	20191023	152027	
0I1910031	石狩バイオマス	CMPL	20191023	ZE10	PP1115	P716103	20191023	155321	
0I1910032	シャープ向け100kW/192kWh蓄電池システム	CMPL	20191023	ZE10	PP1115	P716103	20191023	152116	
0I1910035	名古屋第二環状ETC用UPS	CMPL	20191029	ZE10	PP1115	P716103	20191029	095619	
0I1910037	荒川化学工業株式会社	CMPL	20191031	ZE10	PP1115	P716103	20191031	135205	
0I1910038	トクヤマ㈱東2号東運炭設備電気室	CMPL	20191101	ZE10	PP1115	P716103	20191101	112211	
0I1910039	トクヤマ㈱東3号東運炭設備電気室	CMPL	20191101	ZE10	PP1115	P716103	20191101	112243	
0I1911001	ボステック・ニッタ奈良	CMPL	20191106	ZE10	PP1115	P716103	20191106	130313	
0I1911003	鳩山新ごみ処理場	CMPL	20191107	ZE10	PP1115	P716103	20191107	151127	
0I1911004	長野広域連合B焼却施設	CMPL	20191107	ZE10	PP1115	P716103	20191107	151315	
0I1911005	西宮渡辺心臓・血管センター	CMPL	20191107	ZE10	PP1115	P716103	20191107	151332	
0I1911006	包括 千歳パネコン交換 C075059	DLFL	20191107	ZE10	PP1115	P716103	20191107	151348	
0I1911007	包括 岐阜パネコン交換 C100007	DLFL	20191107	ZE10	PP1115	P716103	20191107	151404	
0I1911009	JERA袖ケ浦火力発電所	CMPL	20191107	ZE10	PP1115	P716103	20191107	151448	
0I1911010	高砂市東播臨界広域市町村	DLFL	20191114	ZE10	PP1007	P716104	20191114	134011	
0I1911011	京葉ガス　市川	CMPL	20191112	ZE10	PP1115	P716103	20191112	132622	
0I1911012	日鉄八幡 LiB	CMPL	20191112	ZE10	PP1115	P716103	20191112	132820	
0I1911013	日鉄TX 西日本某所	CMPL	20191112	ZE10	PP1115	P716103	20191112	132803	
0I1911014	NSプロ	CMPL	20191112	ZE10	PP1115	P716103	20191112	132730	
0I1911015	ＳＦＳＴ４０ＳＧＢ１－１５０ＭＳＰ	CMPL	20191112	ZE10	PP1115	P716103	20191112	132747	
0I1911016	東芝ＦＣ１００ｋ（環境省～北芝電機）	CMPL	20191113	ZE10	PP1115	P716103	20191113	141745	
0I1911020	バイオマス発電用パワコン500kW	DLFL	20191115	ZE10	PP1115	P716103	20191115	100042	
0I1911022	日鉄広畑 電気炉	CMPL	20191115	ZE10	PP1115	P716103	20191115	100100	
0I1911023	三重県 垂坂排水池	CMPL	20191115	ZE10	PP1115	P716103	20191115	144224	
0I1911024	住友生命OBP塩見ビル	CMPL	20191118	ZE10	PP1115	P716103	20191118	125928	
0I1911026	三井住友海上大阪淀屋橋ビル	CMPL	20191118	ZE10	PP1115	P716103	20191118	162421	
0I1911027	木原道路	CMPL	20191120	ZE10	PP1115	P716103	20191120	161309	
0I1911028	NSC戸畑４高炉	CMPL	20191120	ZE10	PP1115	P716103	20191120	161322	
0I1911031	横河システム建築向け1MWパワコン	DLFL	20191120	ZE10	PP1115	P716103	20191120	161432	
0I1911032	西遠浄化センタ	CMPL	20191127	ZE10	PP1115	P716103	20191127	095257	
0I1911033	ウェステックかながわ	DLFL	20191126	ZE10	PP1115	P716103	20191126	100121	
0I1911037	四国電力阿南発電所	CMPL	20191126	ZE10	PP1115	P716103	20191126	100149	
0I1911038	住友生命OBP塩見ビル	DLFL	20191127	ZE10	PP1115	P716103	20191127	095338	
0I1911039	北陸地方CATV　UPS7件	CMPL	20191127	ZE10	PP1115	P716103	20191127	095358	
0I1911041	冨里物流センター	CMPL	20191202	ZE10	PP1115	P716103	20191202	134246	
0I1911042	20kw燃料電池用パワーコンディショナー	DLFL	20191202	ZE10	PP1115	P716103	20191202	134302	
0I1911043	汐入川排水機場	CMPL	20191202	ZE10	PP1115	P716103	20191202	134320	
0I1912001	紀勢国道事務所	CMPL	20191205	ZE10	PP1115	P716103	20191205	132359	
0I1912003	出光興産㈱ 徳山事業所 大浦地区　50k	CMPL	20191205	ZE10	PP1115	P716103	20191205	132416	
0I1912004	出光興産㈱ 徳山事業所 大浦地区　30K	CMPL	20191205	ZE10	PP1115	P716103	20191205	132431	
0I1912005	出光興産㈱ 徳山事業所 大浦地区 20k	CMPL	20191205	ZE10	PP1115	P716103	20191205	132448	
0I1912007	国民健康保険矢掛病院	CMPL	20191206	ZE10	PP1007	P716103	20191206	125913	
0I1912008	町田市熱回収施設	CMPL	20191223	ZE10	PP1115	P716103	20191223	085551	
0I1912009	南相馬市原町第一下水処理場	CMPL	20191209	ZE10	PP1007	P716103	20191209	145800	
0I1912010	石巻市不動沢排水ポンプ場	CMPL	20191209	ZE10	PP1007	P716103	20191209	145849	
0I1912011	JFE千葉/No.6コークス炉 CDQ新設	CMPL	20191209	ZE10	PP1007	P716103	20191209	145904	
0I1912013	高崎市クリーンセンター	CMPL	20191211	ZE10	PP1115	P716103	20191211	091621	
0I1912014	旭テック～昭電～	CMPL	20191211	ZE10	PP1115	P716103	20191211	091649	
0I1912016	空自入間～電子飛行測定隊	CMPL	20191213	ZE10	PP1115	P716103	20191213	130243	
0I1912017	天満堀川抽水所	CMPL	20191213	ZE10	PP1115	P716103	20191213	130301	
0I1912019	佃水門	CMPL	20191216	ZE10	PP1115	P716103	20191216	143357	
0I1912024	豊岡配電営業所	CMPL	20191224	ZE10	PP1115	P716103	20191224	162216	
0I1912026	筑波向けJAXA	CMPL	20191226	ZE10	PP1007	P716103	20191226	094745	
0I1912027	空自沖永良部分屯基地（第55警戒隊）	CMPL	20191226	ZE10	PP1007	P716103	20191226	095034	
0I1912028	空自百里基地～百里管制隊	CMPL	20191226	ZE10	PP1007	P716103	20191226	095102	
0I1912030	西尾張IC（中部）　SFST15SGB-50MSP	CMPL	20191226	ZE10	PP1007	P716103	20191226	095127	
0I1912031	長野広域連合B焼却施設　SFST40SGB-100MSP	CMPL	20191226	ZE10	PP1007	P716103	20191226	095215	
0I1912032	日本ゼオン水島工場UPS更新工事	CMPL	20191227	ZE10	PP1115	P716103	20191227	130448	
0I1912033	三菱UFJ信託銀行本店	CMPL	20191227	ZE10	PP1115	P716103	20191227	130531	
0I1912034	日本製鉄　君津	CMPL	20191227	ZE10	PP1115	P716103	20191227	130605	
0I1912035	大阪市　此花下水処理場	CMPL	20191227	ZE10	PP1115	P716103	20191227	130626	
0I1912036	香芝・王子環境施設組合	CMPL	20191227	ZE10	PP1115	P716103	20191227	130724	
0I1912037	旭化成川崎製造所	CMPL	20191227	ZE10	PP1115	P716103	20191227	130743	
0I1912038	猪八重・二之河内トンネルUPS	CMPL	20200107	ZE10	PP1115	P716103	20200107	095317	
0I2001001	JFEスチール知多	DLFL	20191227	ZE10	PP1115	P716103	20191227	130800	
0I2001003	清水LNG インテーク電気室	CMPL	20200109	ZE10	PP1115	P716103	20200109	125853	
0I2001006	三菱ケミカル㈱黒崎事業所向け当社既設UPS更新	CMPL	20200114	ZE10	PP1115	P716103	20200114	134301	
0I2001008	原子力開発機構情報交流棟	CMPL	20200116	ZE10	PP1115	P716103	20200116	164648	
0I2001009	日鉄八幡製鉄所	CMPL	20200118	ZE10	PP1115	P716103	20200118	084613	
0I2001016	相馬共同火力発電(株)	CMPL	20200127	ZE10	PP1115	P716103	20200127	153015	
0I2001017	住吉配水場	CMPL	20200123	ZE10	PP1115	P716103	20200123	091850	
0I2001018	桜島抽水所	CMPL	20200123	ZE10	PP1115	P716103	20200123	091907	
0I2001021	N証券秋葉原	CMPL	20200123	ZE10	PP1115	P716103	20200123	091836	
0I2001023	村田製作所（野洲事業所）	CMPL	20200127	ZE10	PP1115	P716103	20200127	101057	
0I2001024	谷保浄水所外1か所特殊電源設備改良工事	CMPL	20200130	ZE10	PP1115	P716103	20200130	113654	
0I2001025	埼玉県　高倉中継ポンプ所	CMPL	20200130	ZE10	PP1115	P716103	20200130	113756	
0I2001027	日本製鉄　和歌山	CMPL	20200130	ZE10	PP1115	P716103	20200130	113816	
0I2001028	吉本ビル	CMPL	20200130	ZE10	PP1115	P716103	20200130	113856	
0I2001029	練馬区警察	DLFL	20200130	ZE10	PP1115	P716103	20200130	113922	
0I2001030	日本製鉄　山口	CMPL	20200130	ZE10	PP1115	P716103	20200130	113944	
0I2001032	南茅部地熱発電所	CMPL	20200130	ZE10	PP1115	P716103	20200130	162834	
0I2001033	JFE千葉	DLFL	20200130	ZE10	PP1115	P716103	20200130	162850	
0I2001034	宮古島ARSR30KVA用無停電電源装置	CMPL	20200205	ZE10	PP1115	P716103	20200205	155956	
0I2001036	鹿児島ごみ処理施設	CMPL	20200227	ZE10	PP1115	P716103	20200227	095932	
0I2001037	京葉流通倉庫	CMPL	20200205	ZE10	PP1115	P716103	20200205	160153	
0I2001038	関西電力奥多々良木発電所	CMPL	20200205	ZE10	PP1115	P716103	20200205	160030	
0I2002003	安威川流域下水道　中央水みらいセンター	CMPL	20200205	ZE10	PP1115	P716103	20200205	160211	
0I2002005	吉本ビル	CMPL	20200205	ZE10	PP1115	P716103	20200205	160227	
0I2002006	JFE倉敷　HOT	CMPL	20200205	ZE10	PP1115	P716103	20200205	160259	
0I2002009	西日本高速道路エンジニアリング四国㈱	CMPL	20200212	ZE10	PP1007	P716103	20200212	170424	
0I2002010	かたつむり山発電所 SIT40TGD/SKS400X2-2000MSP	CMPL	20200212	ZE10	PP1007	P716103	20200212	170546	
0I2002013	日本製鉄鹿島高炉用UPS3台基板交換対応	CMPL	20200212	ZE10	PP1007	P716103	20200212	170350	
0I2002014	大阪管区気象台	DLFL	20200214	ZE10	PP1115	P716103	20200214	085714	
0I2002016	常陸太田航空衛生センター７５kVA無停電電源装置（製造・設置・調整）	CMPL	20200214	ZE10	PP1115	P716103	20200214	085732	
