プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZP10	CE0	10133237	1050	0015541132	他部署手直し機械時間（ヒートシンク）MC	A0595	SNF	E1B412600	2ｼﾞｶﾞﾜﾋｰﾄｼﾝｸ	4			20250618		0000000000	000000
P100	ZP10	CE0	10133237	1060	0015541133	他部署手直し機械時間（ヒートシンク）フラ	A0596	SNF	E1B412600	2ｼﾞｶﾞﾜﾋｰﾄｼﾝｸ	4			20250618		0000000000	000000
P100	ZP10	CE0	10133251	0010	0015544313	ヒートシンク（加工）	A0510	MSN	ECA548800	SCRﾌｨﾝ3	15	15	23	20250731		0000000000	000000
P100	ZP10	CE0	10133251	0011	0015697621	NEXUS  加工のみ	Y0010	SG	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	CE0	10133251	0020	0015544314	ヒートシンク（MC）	A0520	SNF	ECA548800	SCRﾌｨﾝ3	15	15		20250731		0000000000	000000
P100	ZP10	CE0	10133251	1000	0015544315	ヒートシンク（フライス盤）	A0521	SNF	ECA548800	SCRﾌｨﾝ3	15	15		20250731		0000000000	000000
P100	ZP10	CE0	10133251	1010	0015544316	自部署手直し（ヒートシンク）	A0580	SNF	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	CE0	10133251	1020	0015544317	他部署手直し（ヒートシンク）	A0585	SNF	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	CE0	10133251	1030	0015544318	自部署手直し機械時間（ヒートシンク）MC	A0590	SNF	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	CE0	10133251	1040	0015544319	自部署手直し機械時間（ヒートシンク）フラ	A0591	SNF	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	CE0	10133251	1050	0015544320	他部署手直し機械時間（ヒートシンク）MC	A0595	SNF	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	CE0	10133251	1060	0015544321	他部署手直し機械時間（ヒートシンク）フラ	A0596	SNF	ECA548800	SCRﾌｨﾝ3	15			20250731		0000000000	000000
P100	ZP10	BL0	10133318	0010	0015574696	メイン部品払出	CW010	SN	A7A848001	UF3-0100F   J	5	5		20250901		0000000000	000000
P100	ZP10	BL0	10133318	0020	0015574697	部品仕分け	C0931	SN	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	0030	0015574698	外注加工	C0922	SG	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	0035	0015574706	外注検査	C0953	SG	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	0040	0015574699	総合組立	C0922	MSN	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	0050	0015574700	製品検査	C0953	SN	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	1000	0015574701	出荷検査	C0960	SN	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	1030	0015574702	組立小型手直(自責)	CZ030	SNF	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	1040	0015574703	組立小型手直(他責)	CZ040	SNF	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	1050	0015574704	検査手直し(自責)	C0970	SNF	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133318	1060	0015574705	検査手直し(他責)	C0980	SNF	A7A848001	UF3-0100F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	0010	0015574707	メイン部品払出	CW010	SN	A7A848101	UF3-0150F   J	5	5		20250901		0000000000	000000
P100	ZP10	BL0	10133319	0020	0015574708	部品仕分け	C0931	SN	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	0030	0015574709	外注加工	C0922	SG	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	0035	0015574717	外注検査	C0953	SG	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	0040	0015574710	総合組立	C0922	MSN	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	0050	0015574711	製品検査	C0953	SN	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	1000	0015574712	出荷検査	C0960	SN	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	1030	0015574713	組立小型手直(自責)	CZ030	SNF	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	1040	0015574714	組立小型手直(他責)	CZ040	SNF	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	1050	0015574715	検査手直し(自責)	C0970	SNF	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	BL0	10133319	1060	0015574716	検査手直し(他責)	C0980	SNF	A7A848101	UF3-0150F   J	5			20250901		0000000000	000000
P100	ZP10	B58	10133359	0010	0015612112	メイン部品払出	CW010	SN	U0A854200	HKE(D)-F FAN SET	20	20		20250827		0000000000	000000
P100	ZP10	B58	10133359	0020	0015612113	部品仕分け	C0931	SN	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	0030	0015612114	総合組立	C0922	MSN	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	0040	0015612115	製品検査	C0953	SN	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	1000	0015612116	出荷検査	C0960	SNF	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	1030	0015612117	組立小型手直(自責)	CZ030	SNF	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	1040	0015612118	組立小型手直(他責)	CZ040	SNF	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	1050	0015612119	検査手直し(自責)	C0970	SNF	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	B58	10133359	1060	0015612120	検査手直し(他責)	C0980	SNF	U0A854200	HKE(D)-F FAN SET	20			20250827		0000000000	000000
P100	ZP10	CC0	10133428	0010	0015696162	ケース（NCT）	A0340	SNF	J00B1130500	PCB取付板	10	10		20250902		0000000000	000000
P100	ZP10	CC0	10133428	0020	0015696163	ケース（板金）	A0310	SNF	J00B1130500	PCB取付板	10	10	180	20250902		0000000000	000000
P100	ZP10	CC0	10133428	0030	0015696164	ケース（枠・組立）	A0320	SNF	J00B1130500	PCB取付板	10	10		20250902		0000000000	000000
P100	ZP10	CC0	10133428	0040	0015696165	ケース（洗浄乾燥）	A0341	SNF	J00B1130500	PCB取付板	10	10		20250902		0000000000	000000
P100	ZP10	CC0	10133428	0050	0015696166	ケース（塗装）	A0330	SNF	J00B1130500	PCB取付板	10	10		20250902		0000000000	000000
P100	ZP10	CC0	10133428	1000	0015696167	ケース（焼付乾燥）	A0342	MSN	J00B1130500	PCB取付板	10	10		20250902		0000000000	000000
P100	ZP10	CC0	10133428	1010	0015696168	自部署手直し（ケース）	A0380	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1020	0015696169	他部署手直し（ケース）	A0385	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1030	0015696170	自部署手直し機械時間（ケース）NCT	A0390	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1040	0015696171	自部署手直し機械時間（ケース）洗浄乾燥	A0391	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1050	0015696172	自部署手直し機械時間（ケース）焼付乾燥	A0392	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1060	0015696173	他部署手直し機械時間（ケース）NCT	A0395	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1070	0015696174	他部署手直し機械時間（ケース）洗浄乾燥	A0396	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CC0	10133428	1080	0015696175	他部署手直し機械時間（ケース）焼付乾燥	A0397	SNF	J00B1130500	PCB取付板	10			20250902		0000000000	000000
P100	ZP10	CE0	10133545	0010	0015776343	ヒートシンク（加工）	A0510	MSN	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3	3	70	20250828		0000000000	000000
P100	ZP10	CE0	10133545	0015	0015779056	NEXUS  材料加工	Y0010	SG	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	CE0	10133545	0020	0015776344	ヒートシンク（MC）	A0520	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3	3		20250828		0000000000	000000
P100	ZP10	CE0	10133545	1000	0015776345	ヒートシンク（フライス盤）	A0521	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3	3		20250828		0000000000	000000
P100	ZP10	CE0	10133545	1010	0015776346	自部署手直し（ヒートシンク）	A0580	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	CE0	10133545	1020	0015776347	他部署手直し（ヒートシンク）	A0585	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	CE0	10133545	1030	0015776348	自部署手直し機械時間（ヒートシンク）MC	A0590	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	CE0	10133545	1040	0015776349	自部署手直し機械時間（ヒートシンク）フラ	A0591	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	CE0	10133545	1050	0015776350	他部署手直し機械時間（ヒートシンク）MC	A0595	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	CE0	10133545	1060	0015776351	他部署手直し機械時間（ヒートシンク）フラ	A0596	SNF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	3			20250828		0000000000	000000
P100	ZP10	B58	10133554	0010	0015778990	メイン部品払出	CW010	SN	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1	1		20250822		0000000000	000000
P100	ZP10	B58	10133554	0020	0015778991	部品仕分け	C0931	SN	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1	1		20250822		0000000000	000000
P100	ZP10	B58	10133554	0030	0015778992	総合組立	C0922	MSN	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1	1		20250822		0000000000	000000
P100	ZP10	B58	10133554	0040	0015778993	製品検査	C0953	SN	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1	1	60	20250822		0000000000	000000
P100	ZP10	B58	10133554	1000	0015778994	出荷検査	C0960	SN	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1			20250822		0000000000	000000
P100	ZP10	B58	10133554	1030	0015778995	組立小型手直(自責)	CZ030	SNF	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1			20250822		0000000000	000000
P100	ZP10	B58	10133554	1040	0015778996	組立小型手直(他責)	CZ040	SNF	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1			20250822		0000000000	000000
P100	ZP10	B58	10133554	1050	0015778997	検査手直し(自責)	C0970	SNF	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1			20250822		0000000000	000000
P100	ZP10	B58	10133554	1060	0015778998	検査手直し(他責)	C0980	SNF	U00A0396900	GK-7807ﾒﾝﾃﾅﾝｽｹｰﾌﾞﾙ	1			20250822		0000000000	000000
P100	ZP10	CC0	10133607	0010	0015796360	ケース（NCT）	A0340	SNF	J00A4533900	端子支持金具 F-32X6	6	6		20250623		0000000000	000000
P100	ZP10	CC0	10133607	0020	0015796361	ケース（板金）	A0310	SNF	J00A4533900	端子支持金具 F-32X6	6	6	10	20250623		0000000000	000000
P100	ZP10	CC0	10133607	0030	0015796362	ケース（枠・組立）	A0320	SNF	J00A4533900	端子支持金具 F-32X6	6	6	15	20250623		0000000000	000000
P100	ZP10	CC0	10133607	0040	0015796363	ケース（洗浄乾燥）	A0341	SNF	J00A4533900	端子支持金具 F-32X6	6	6		20250623		0000000000	000000
P100	ZP10	CC0	10133607	0050	0015796364	ケース（塗装）	A0330	SNF	J00A4533900	端子支持金具 F-32X6	6	6		20250623		0000000000	000000
P100	ZP10	CC0	10133607	1000	0015796365	ケース（焼付乾燥）	A0342	MSN	J00A4533900	端子支持金具 F-32X6	6	6		20250623		0000000000	000000
P100	ZP10	CC0	10133607	1010	0015796366	自部署手直し（ケース）	A0380	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1020	0015796367	他部署手直し（ケース）	A0385	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1030	0015796368	自部署手直し機械時間（ケース）NCT	A0390	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1040	0015796369	自部署手直し機械時間（ケース）洗浄乾燥	A0391	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1050	0015796370	自部署手直し機械時間（ケース）焼付乾燥	A0392	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1060	0015796371	他部署手直し機械時間（ケース）NCT	A0395	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1070	0015796372	他部署手直し機械時間（ケース）洗浄乾燥	A0396	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	CC0	10133607	1080	0015796373	他部署手直し機械時間（ケース）焼付乾燥	A0397	SNF	J00A4533900	端子支持金具 F-32X6	6			20250623		0000000000	000000
P100	ZP10	B58	10133611	0010	0015797001	メイン部品払出	CW010	SN	A00A1161700	DCAUTO-G 交換用ファン１	70	70		20250827		0000000000	000000
P100	ZP10	B58	10133611	0020	0015797002	部品仕分け	C0931	SN	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	0030	0015797003	総合組立	C0922	MSN	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	0050	0015797004	製品検査	C0953	SN	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	1000	0015797005	出荷検査	C0960	SN	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	1030	0015797006	組立小型手直(自責)	CZ030	SNF	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	1040	0015797007	組立小型手直(他責)	CZ040	SNF	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	1050	0015797008	検査手直し(自責)	C0970	SNF	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZP10	B58	10133611	1060	0015797009	検査手直し(他責)	C0980	SNF	A00A1161700	DCAUTO-G 交換用ファン１	70			20250827		0000000000	000000
P100	ZPS2	C50	40144187	0010	0011766179	製品検査	C0952	MNN	A00A1901700	FVL-300 54ｾﾙ(54個)	1	2	100	20250820	I-0305344-20	 	 
P100	ZPS2	C50	40144187	0020	0015336332	電池再充電	C0911	NG	A00A1901700	FVL-300 54ｾﾙ(54個)	1	1		20250820	I-0305344-20	 	 
P100	ZPS2	C50	40144187	1000	0011766180	最終検査	C0952	NN	A00A1901700	FVL-300 54ｾﾙ(54個)	1	2		20250820	I-0305344-20	 	 
P100	ZPS2	C51	40145856	0010	0012078593	メイン部品払出	CW010	NN	A00A1910300	SFST20SGB-50MSP 予備品	1	1		20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	0020	0012078594	部品仕分け	C0931	NN	A00A1910300	SFST20SGB-50MSP 予備品	1	1		20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	0030	0012078595	総合組立	C0912	MNN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	0040	0012078596	製品検査	C0952	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	0050	0012078597	製品仕上げ	C0914	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	1000	0012078602	出荷検査(大型)	C0962	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	1010	0012078598	組立大型手直(自責)	CZ010	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	1020	0012078599	組立大型手直(他責)	CZ020	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	1030	0012078600	検査大型手直し(自責)	C0971	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145856	1040	0012078601	検査大型手直し(他責)	C0981	NN	A00A1910300	SFST20SGB-50MSP 予備品	1			20250901	I-0309401-50	 	 
P100	ZPS2	C51	40145857	0010	0012078603	メイン部品払出	CW010	NN	A00A1910800	SKS100-150MSP 予備品	1	1		20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	0020	0012078604	部品仕分け	C0931	NN	A00A1910800	SKS100-150MSP 予備品	1	1		20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	0030	0012078605	総合組立	C0912	MNN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	0040	0012078606	製品検査	C0952	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	0050	0012078607	製品仕上げ	C0914	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	1000	0012078612	出荷検査(大型)	C0962	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	1010	0012078608	組立大型手直(自責)	CZ010	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	1020	0012078609	組立大型手直(他責)	CZ020	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	1030	0012078610	検査大型手直し(自責)	C0971	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C51	40145857	1040	0012078611	検査大型手直し(他責)	C0981	NN	A00A1910800	SKS100-150MSP 予備品	1			20250901	C-0309401-60	 	 
P100	ZPS2	C50	40146578	0010	0012178717	製品検査	C0952	MNN	A00A1931900	FVL-300 54セル/54個　FB	1	1	40	20250806	I-0310937-20	 	 
P100	ZPS2	C50	40146578	1000	0012178718	最終検査	C0952	NN	A00A1931900	FVL-300 54セル/54個　FB	1	1		20250806	I-0310937-20	 	 
P100	ZPS2	C27	40149843	0010	0012820261	メイン部品払出	CW010	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1	1		20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	0020	0012820262	部品仕分け	C0931	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1	1		20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	0030	0012820263	総合組立	C0912	MNN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	0040	0012820264	製品検査	C0952	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	0050	0012820265	製品仕上げ	C0914	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	1000	0012820270	出荷検査(大型)	C0962	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	1010	0012820266	組立大型手直(自責)	CZ010	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	1020	0012820267	組立大型手直(他責)	CZ020	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	1030	0012820268	検査大型手直し(自責)	C0971	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C27	40149843	1040	0012820269	検査大型手直し(他責)	C0981	NN	A00A1954200	SFST20TGD-V4X2　羽曳野	1			20250916	I-0316838-10	 	 
P100	ZPS2	C17	40158989	0010	0014389559	メイン部品払出	CW010	NN	A00A2052300	SCB3WF7-93/54-40KC	1	1		20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	0020	0014389560	部品仕分け	C0931	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	0030	0014389561	総合組立	C0911	MNN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	0040	0014389562	製品検査	C0951	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	0050	0014389563	製品仕上げ	C0914	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	1000	0014389568	出荷検査(大型)	C0962	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	1010	0014389564	組立大型手直(自責)	CZ010	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	1020	0014389565	組立大型手直(他責)	CZ020	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	1030	0014389566	検査大型手直し(自責)	C0971	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C17	40158989	1040	0014389567	検査大型手直し(他責)	C0981	NN	A00A2052300	SCB3WF7-93/54-40KC	1			20251009	G-0331386-10	 	 
P100	ZPS2	C27	40160111	0010	0014600899	メイン部品払出	CW010	NN	A00A2069100	自立並列ソフト・並列試験	1	1		20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	0020	0014600900	部品仕分け	C0931	NN	A00A2069100	自立並列ソフト・並列試験	1	1		20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	0030	0014600901	総合組立	C0913	MNN	A00A2069100	自立並列ソフト・並列試験	1	1	220	20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	0035	0015337112	生産支援	TE090	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	0040	0014600902	製品検査	C0952	NN	A00A2069100	自立並列ソフト・並列試験	1		4540	20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	0045	0015337113	検査支援	TE090	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	0050	0014600903	製品仕上げ	C0914	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	1000	0014600904	出荷検査(大型)	C0962	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	1010	0014600905	組立大型手直(自責)	CZ010	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	1020	0014600906	組立大型手直(他責)	CZ020	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
P100	ZPS2	C27	40160111	1030	0014600907	検査大型手直し(自責)	C0971	NN	A00A2069100	自立並列ソフト・並列試験	1			20250801	I-0333165-20	 	 
